label	text_a
1	75%  of  new  confirmed  cases  found  concentrated  in  10  States/UTs.  A  total  of  86508  new  cases  have  been  reported  in  the  last  24  hours  in  the  country  of  which  Maharashtra  alone  contributed  more  than  21000  followed  by  Andhra  Pradesh  and  Karnataka.  https://t.co/zwflrZGhXe  https://t.co/JZx3YFAWp7
1	At  @COVID19Tracking  we'd  been  preparing  for  and  expecting  antibody  tests  to  show  up  for  weeks.  Just  not  ...  in  this  way.
0	They’re  going  to  have  vaccines,  I  think,  relatively  soon.
1	#Coronavirus:  Another  4926  people  have  tested  positive  in  the  UK  -  the  highest  daily  figure  since  7  May  https://t.co/ir2icE7Lj5
0	A  video  has  been  viewed  tens  of  thousands  of  times  in  multiple  posts  on  Facebook  Twitter  and  Instagram  alongside  a  claim  it  shows  UK  Prime  Minister  Boris  Johnson  offering  cups  of  tea  to  journalists  after  recovering  from  an  illness.  The  posts  were  shared  shortly  after  Johnson  returned  to  work  following  hospital  treatment  for  COVID-19.
1	This  #FourthOfJuly  weekend  if  you  choose  to  spend  time  outdoors  at  an  event  or  gathering  stay  6  ft  apart  &amp;  wear  a  cloth  face  cover  to  slow  the  spread  of  #COVID19.  Learn  more  at  https://t.co/c4F0aouMLd.  https://t.co/u5tTl3m572
0	I  would  do  press  events  in  May,  I  would  never  be  asked  about  coronavirus.
1	#IndiaFightsCorona  On  a  steep  rising  curve  India’s  Recovery  Rate  touches  78.27%.  60%  of  Total  Active  Cases  in  5  Most  Affected  States.They  are  also  reporting  close  to  60%  of  total  recovered  cases.  https://t.co/aQJQDQcqmD  https://t.co/M1B5DVUyP1
1	As  of  today  there  are  a  total  of  331146  active  #COVID19  cases  in  India  and  246216  samples  were  tested  today  (till  6PM)  for  #COVID__19  #Lakshadweep  has  not  reported  a  single  case  till  date  &amp;  #ArunachalPradesh  &amp;  #Mizoram  have  not  reported  any  #COVID_19  case  in  the  last  24hrs  https://t.co/7lq9UGEq9i
1	#CoronaVirusUpdates  #IndiaFightsCorona  India  conducts  a  record  high  of  more  than  8.3  lakh  tests  for  #COVID19  in  a  single  day.  Week-wise  average  daily  tests  saw  a  sharp  increase  from  around  2.3  lakh  in  the  first  week  of  July  '20  to  more  than  6.3  lakh  in  the  current  week.  https://t.co/bFVShH7hNZ
0	Coronavirus  is  actually  an  expanded  exosome  caused  by  5G.
0	There’s  no  proof  that  with  deep-swabbing  the  preferred  COVID-19  test  testers  are  “implanting  something.”  https://t.co/Dw9QfFucIX
0	Philippines  Vice  President  Leni  Robredo  is  shown  in  a  quote  card  to  be  advising  the  public  to  "suck  in  their  cough"  to  prevent  spreading  the  novel  coronavirus.
1	RT  @CDCDirector:  New  in  @CDCMMWR:  CDC  &amp;  academic  partners  narrow  timeline  of  when  #COVID19  limited  community  transmission  likely  started  in…
0	???George  Floyd???s  ???murder???  filmed  before  COVID-19.??�
0	Sanders  and  AOC  on  the  Coronavirus:  “Capitalism  Kills;  Socialism  Saves.”  https://t.co/iVhQ2hFboK  #coronavirus  #berniesanders  #fidelcastro
0	_Research  shows  that  parts  of  the  HIV  genetic  code  have  been  inserted  into  the  new  coronavirus._
0	Brazilian  MPs  revealed  the  hospital  claiming  it  treats  5000  COVID-19  patients.
1	664  new  cases  of  #COVID19Nigeria;  Lagos-224  FCT-105  Edo-85  Ondo-64  Kaduna-32  Imo-27  Osun-19  Plateau-17  Oyo-17  Ogun-17  Rivers-14  Delta-11  Adamawa-10  Enugu-7  Nassarawa-6  Gombe-3  Abia-3  Ekiti-3  31987  confirmed  13103  discharged  724  deaths  https://t.co/0270SaEJGU
1	ICMR  establishes  high-throughput  testing  centre  at  @NICPR_Noida  which  can:  🧪test  6k+  samples  per  day  🧬  uses  automated  RNA  technology  🏪operational  24X7  This  will  help  take  testing  to  new  heights!  #ICMRFightsCOVID19  @myogiadityanath  @drharshvardhan  @AshwiniKChoubey  https://t.co/wS1LW6rHAS
1	How  to  get  tested:  1.  Please  contact  your  STATE  or  NCDC  through  the  listed  communication  channels  2.  Provide  relevant  details  including  symptoms  and  travel  history  if  any  3.  Stay  at  home  and  wait  for  further  advice  https://t.co/1ZJ4wj4qve
0	The  Indian  Council  of  Medical  Research  (ICMR)  has  issued  guidelines  about  the  post-lockdown  phase.
0	Video  shows  quarantined  patients  dancing  in  a  COVID-19  center  in  Mumbai.
0	Indian  Council  of  Medical  Research  and  Sir  Ganga  Ram  Hospital  have  issued  a  COVID-19  advisory.
0	Nearly  9.17  lakh  individuals  have  recovered  from  COVID-19  in  India  so  far.  Rashtriya  Janata  Dal  chief  Lalu  Prasad  Yadav  tests  negative  for  COVID-19  while  three  of  his  attendants  test  positive  for  the  virus.  Andaman  island  reports  its  first  COVID-19  death.  #coronavirusfacts  https://t.co/Filc2J5XMl
0	Man  collapses  and  dies  on  the  road  due  to  the  novel  coronavirus.
1	You  shouldn’t  have  to  say  it.  Coronavirus  parties  are  a  BAD  idea.  https://t.co/bxMsuysgBw  via  @childrensphila  🎉  🚫  😠
1	SHEA  wants  immunizations  to  be  a  required  condition  of  employment  for  anyone  working  in  healthcare.  https://t.co/2Ez33Ym5x2
1	Don’t  forget  to  join  us  tomorrow  at  2  p.m.  ET  for  our  webinar  on  #COVID19  associated  VTE  risks  and  considerations.  It’s  not  too  late  to  pre-register:  https://t.co/GUDbPY0X9d.  https://t.co/QJ1CmdgGNB
1	Unfortunately  today  there  are  four  people  in  hospital  with  COVID-19  –  two  are  stable  and  in  isolation  on  wards  -  one  in  Middlemore  and  one  in  North  Shore  hospitals.  Two  are  in  ICU  at  North  Shore  and  Waikato  hospitals.  We  want  to  send  them  and  their  families  our  aroha.
1	Treatment  with  statins  was  associated  with  a  reduced  risk  for  a  severe  or  fatal  COVID-19  a  meta-analysis  of  four  retrospective  studies  suggests.  https://t.co/Ur68SuQlk2  https://t.co/aZJ1cyA5fH
1	The  Ministry  are  casting  the  net  wide  and  taking  a  precautionary  approach  and  will  continue  to  contact  and  test  all  possible  close  contacts  of  recent  cases.
1	Fourteen  new  cases  of  #COVID19  have  been  reported  in  Nigeria;  9  in  Lagos  and  5  in  FCT  As  at  09:30  pm  29th  March  there  are  111  confirmed  cases  of  #COVID19  reported  in  Nigeria  with  1  death.  https://t.co/qowI0bEPAg
0	???In  Chicago,  Covid-19  actually  LOWERED  the  death  rate.??�
1	#IndiaFightsCorona  India  registers  more  than  60  thousand  recoveries  each  day  6th  day  in  a  row.  Since  May  2020  there  has  been  a  58  times  hike  in  the  number  of  recovered  patients.  https://t.co/Nv4ZUZpRSy
1	There  are  7  people  with  COVID-19  in  hospital  today  1  is  in  Auckland  City  hospital  2  are  in  Middlemore  hospital  two  are  in  Northshore  with  2  in  Waikato  5  of  them  are  on  a  ward-  2  are  in  ICU  one  each  in  Middlemore  and  Waikato.  We  want  to  send  aroha  to  them  and  their  families.
0	"I  would  do  press  events  in  May,  I  would  never  be  asked  about  coronavirus.''
1	The  big  numbers  were  driven  by  a  few  big  data  dumps.  New  York  and  Louisiana  were  way  above  average.  But  15  states  reported  over  10k  tests.  Unclear  how  much  of  the  new  variability  in  the  numbers  is  due  to  states  pulling  out  antibody  testing  and  how  much  was  just  Memorial  Day.  https://t.co/U6a3DY6tpv
1	Mortality  rates  are  low  in  India  because  of  aggressive  testing  and  early  detection  coupled  with  quick  isolation  and  effective  treatment  protocol.  #COVID19  #IndiaFightsCorona
0	Image  showing  Indian  Political  party  (DMK)  workers  demonstrating  with  Go  Corona  Back  balloon.
0	WHO  backtracked  and  now  argues  that  all  economies  should  be  reopened  immediately
0	Gargling  with  bleach  can  cure  coronavirus  caused  by  eating  Chinese  food.
1	Still  not  enough  proof  that  convalescent  plasma  works  with  COVID-19.  https://t.co/CJk2tklGqq
0	The  new  coronavirus  pH  varies  from  5.5  to  8.5.  To  defeat  it  we  need  to  consume  more  alkaline  food.
0	The  State  of  Colorado  is  Trying  to  Find  A  Strain  of  Marijuana  That  Will  Kill  The  Coronavirus  https://t.co/XgcZ7VKH38  #cannabis  #marijuana
0	The  WHO  coronavirus  test  ???was  a  bad  test.??�
0	A  video  posted  on  Facebook  claiming  that  chloroquine  and  azithromycin  are  proven  cures  of  COVID-19
0	People  are  buying  industrial  bleach  hoping  it  will  act  as  an  antidote  against  the  novel  #coronavirus.    https://t.co/LcvFf1FUK7
0	A  line  of  coffins  suggesting  they  are  from  Italy  currently.
1	RT  @PIB_India:  ▪️  India's  recovery  rate  soars  past  70%  with  the  highest  single  day  recoveries  of  56110  ▪️  Record  733449  tests  conducted…
0	#Covaxin,  India's  indigenous  #Covid19  vaccine  is  developed  by  @BharatBiotech  in  collaboration  with  @icmr_niv.  Preclinical  studies  with  small  and  large  animals  successfully  completed.  Phase  1  human  clinical  trial  completed.  Phase  2  human  clinical  trial  ongoing.
0	There  are  no  scientific  studies  that  prove  SARS-CoV-2,  which  causes  COVID-19,  exists
0	Italy  did  not  follow  WHO  protocol  and  did  an  autopsy  on  a  corpse  that  died  from  COVID-19  and  realised  that  coronavirus  is  actually  not  a  virus  but  a  bacterium  which  gets  amplified  with  5G  electromagnetic  radiation  that  also  produces  inflammation  and  hypoxia  and  multiple  other  claims.
0	Wuhan  lab  getting  busy😖  #COVIDー19  https://t.co/uAmd2XAVpm
0	Says  kitchen  worker  in  viral  video  is  potentially  spreading  coronavirus  by  blowing  into  food  containers.
0	This  US  study  of  821  people  focused  on  the  drug  as  a  way  to  avoid  getting  COVID19.  The  hydroxychloroquine  group  was  slightly  less  likely  to  test  positive  after  two  weeks  11.8%  compared  to  14.3%  in  the  placebo  group  but  researchers  said  #  were  too  small.  https://t.co/Nhh5MkkIR9
1	Latest  updates  from  the  Director-General  Health  and  the  Police  Commissioner  ​  ​  •  There  are  no  new  cases  of  COVID-19  to  report  today​  •  This  means  New  Zealand’s  combined  total  of  confirmed  and  probable  cases  is  1499  of  which  1149  are  confirmed  cases  of  COVID-19  https://t.co/LrsW6Dshxw
0	@susankilfoy  @Teddysmom1  Is  he  stupid?  What  am  I  saying?  We  know  he’s  stupid.  A  vaccine  that  has  been  rushed  and  not  thoroughly  checked  out  by  science?  I’d  rather  take  Lysol.
1	@SaleyhaAhsan  @bendepear  Contact  tracing  is  key.  As  the  pandemic  continues  to  evolve  we're  trying  to  keep  pace  -  that's  why  we  added  a  4th  indicator  Contact  Tracing  to  keep  track.  Read  more  here:  https://t.co/aiyOYnmCUS
0	#Coronavirus  is  nothing  but  punishment  given  from  god.  Nazi  Concentration  Camp  on  the  left  and  a  Uighur  “re-education  center”  on  the  right,  history  to  repeat  itself  because  #Uighurs  are  not  only  Muslims  but  an  ethnic  minority  in  China.  https://t.co/WORpvV8if2
0	Drinking  hot  water  ou  tea  kills  the  new  coronavirus  because  it  cannot  resist  heat.
0	#coronavirus  is  not  becoming  weak.  @WHO  did  not  issue  any  such  statement.  Read  our  #FactCheck  here.  https://t.co/GI4PakNI3D
1	RT  @DrTedros:  Global  coordination  will  ensure  that  the  #COVID19  vaccines  are  distributed  on  the  basis  of  those  who  need  it  most.  It  also  sp…
0	A  video  showing  rows  of  black  body  bags  sprawled  on  the  floor  was  taken  from  East  Avenue  Medical  Center  (EAMC).
1	The  second  case  is  a  man  in  his  70s  who  arrived  in  NZ  from  New  Delhi  on  20  June.  He  has  been  staying  at  Commodore  Hotel  in  Christchurch.  He  tested  positive  for  COVID-19  following  routine  testing  around  day  3.⁣  ⁣
1	According  to  the  State  Health  Department  #Haryana  #COVID19  #RecoveryRate  in  #Gurugram  is  86.7%:  https://t.co/oZ9KCDajIJ  #COVID19  #Covid_19  #COVIDー19  #CoronaUpdates  #CoronavirusIndia  #CoronaVirusUpdates  #coronavirus  #COVIDUpdates  https://t.co/2Sp8yRRRWj
0	The  nasal  swab  test  for  COVID-19  damages  the  “blood-brain  barrier”  and  can  lead  to  brain  infections.
1	Mild  /  very  mild  /  #asymptomatic  positive  #COVID19  cases  are  discharged  after  10  days  of  symptom  onset  &amp;  no  fever  for  3  days  without  any  testing  prior  to  discharge.  The  patient  is  advised  to  isolate  himself/herself  at  home  &amp;  self-monitor  his/her  health  for  a  further  7  days.  (1/2)  https://t.co/B1znba08KX
0	Countries  were  buying  COVID-19  test  kits  since  2018
0	Claim:  India  began  screening  passengers  from  #COVID19-affected  countries  before  it  had  a  single  case:  PM  Modi  Fact:  The  govt  mandated  universal  screening  of  all  international  flights  only  on  Mar  4  by  when  27  cases  had  been  detected  across  5  Indian  states  https://t.co/2cAogENFur
1	COVID-19  Update  There  are  13  new  confirmed  cases  of  COVID-19  -  12  of  these  are  in  the  community  and  1  is  in  managed  isolation.​  ​  We  now  have  69  active  cases  -  49  are  from  the  community  outbreak  and  20  are  imported  cases  in  quarantine.
0	Don't  eat  cabbage,  as  per  WHO  report,  the  coronavirus  stays  in  cabbage  for  a  very  long  time.
1	#IndiaFightsCorona:  On  a  continuous  upward  trajectory  India’s  total  recovered  cases  have  crossed  32.5  lakh  today  with  69564  patients  being  discharged  in  the  last  24  hours.  This  has  resulted  in  the  Recovery  Rate  touching  77.31%.  Details  :  https://t.co/or27GKqpPe  #StaySafe
1	#Coronavirus:  People  in  England  who  see  their  neighbours  flouting  the  new  'rule  of  six'  are  being  encouraged  to  contact  police  by  the  government  https://t.co/4URQPfqzeL
1	But  there  is  good  news  to  report  as  well.  The  7-day  new-case  average  is  declining  in  all  four  of  our  major  hotspot  states:  AZ  CA  FL  and  TX.  https://t.co/6c3MJLCLLl
1	The  US  public  health  response  to  the  threat  of  #COVID19  has  included  active  monitoring  of  people  exposed  to  COVID-19  cases.  CDC  supported  state/local  public  health  officials  as  they  tracked  445  close  contacts  of  the  first  12  US  cases.  Learn  more  @CDCMMWR  https://t.co/yBJcz6Hbgu  https://t.co/eZac3jhjAp
0	You  can  wash  your  hands  ALL  day  long,  use  alcohol  afterwards  and  protect  yourself  from  the  virus  as  much  as  you  can  ..  then  this  Down  pointing  backhand  index  happens  at  your  favourite  restaurant  and  you  wonder  where  the  covid-19  is  coming  from.
0	Slices  of  lemon  in  a  cup  of  lukewarm  water  can  save  your  life
1	After  2  people  with  #COVID19  attended  church  gatherings  in  Arkansas  in  early  March  35  attendees  acquired  the  disease.  Follow  CDC  guidelines  &amp;  consult  with  local  public  health  officials  when  resuming  in-person  operations.  Learn  more  from  @CDCMMWR:  https://t.co/UebsNldIRR.  https://t.co/ib4fRxUXJD
0	Kate  Middleton  and  Other  Celebrities  Spark  Pregnancy  Speculation  Amid  Coronavirus  Quarantine  https://t.co/p9sRnIppKx
1	#IndiaFightsCorona:  With  more  than  8  lakh  average  tests  every  day  India  scales  up  COVID-19  testing  Tests  Per  Million  (TPM)  now  more  than  27000  #StaySafe  #IndiaWillWin  https://t.co/HOW3Ie28Gr
0	High  alert:  dear  my  brother's  ,  sisters  and  relatives  Chicken  infected    from  corona  virus  found  in  Bangalore  today,  kindly  circulate  the  message  and  avoid  consumption  of  chicken.  Spread  to  your  dear  ones.
0	Works  at  the  Luque  cemetery  near  paraguayan  capital  Asunción  are  related  to  people  who  died  from  COVID-19.
1	#TodayInNCDC  A  virtual  risk  communication  training  was  held  for  health  educators  &amp;  key  communication  stakeholders  across  36  states  &amp;  FCT  Strengthening  Nigeria's  #COVID19  response  activities  in  collaboration  with  @USCDCNIGERIA  @BANigeria  @CCSImpact  @coronams  #TakeResponsibility  https://t.co/dos5weBZtD
0	Trump  University  Doing  Research  For  Coronavirus  Vaccine  https://t.co/46zwnDkhQi  #health  #coronavirus  #research  #trumpuniversity
0	If  we  use  the  masks  for  too  long  we  risk  developing  a  tumor.
0	Coronavirus:  Saying  aadab  sends  infected  air  into  the  mouth,  claims  BJP  leader  Ramesh  Bidhuri".
1	One  person  remains  in  Auckland  City  Hospital  in  a  stable  condition  on  a  ward.​  ​  Our  total  number  of  confirmed  cases  of  COVID-19  remains  at  1178  which  is  the  number  we  report  to  the  World  Health  Organization.
0	Dawood  Ibrahim  died  of  Covid-19.
0	Multiple  Facebook  posts  shared  hundreds  of  times  claim  doctors  from  the  National  Taiwan  University  Hospital  (NTUH)  in  Taipei  have  found  that  COVID-19  the  disease  caused  by  the  novel  coronavirus  is  a  combination  of  AIDS  and  SARS.
0	Says  Sen.  Thom  Tillis  ???doesn???t  think  restaurant  workers  should  have  to  wash  their  hands.??�
0	Ivermectin  cures  COVID-19.
1	Four  new  cases  of  #COVID19  have  been  reported  in  Nigeria;  3  in  the  FCT  and  1  in  Lagos  As  at  08:00  pm  31st  March  there  are  139  confirmed  cases  of  #COVID19  reported  in  Nigeria.  Nine  have  been  discharged  with  two  deaths  https://t.co/d8EyMmyGIZ
0	@PattyApoian  @GOP  Biden’s  friends  in  China  manufactured  coronavirus  in  a  lab  in  Wuhan,  then  released  it  on  the  world.    Trump  banned  China  travel,  and  Biden  and  the  left  called  him  xenophobic  and  urged  people  to  visit  Chinatowns.    Then  Dems  blocked  off-label  use  of  HCQ.    After  China,  blame  Dems.
0	A  post  shared  hundreds  of  times  on  Facebook  claims  that  the  Nigerian  presidency  imposed  a  curfew  to  allow  Chinese  companies  to  build  5G  masts.
0	_Israel  has  manufactured  the  coronavirus  vaccine_
0	No  99%  of  COVID-19  cases  are  not  totally  harmless.  @realdonaldtrump’s  claim  is  False.  https://t.co/rnqVXpEZEx  https://t.co/Pm66s3g2h8
0	President  Donald  Trump  said  former  President  Obama  funded  the  coronavirus  that  was  creatical  in  biological  Wuhan  lab.
0	We're  still  debunking  misinformation  about  coronavirus.  Why?  Because  hoaxes  travel  fast  and  the  numbers  and  causes  of  the  pandemic  need  clarification.  https://t.co/LqLfuMWMvU  https://t.co/zWTfMuU2xn
1	@alanlcit  @benzorn  The  daily  positives  are  a  better  indicator  now  than  they  used  to  be.  More  and  more  states  now  report  all  negative  test  results.  At  one  point  only  a  handful  did.  -@alexismadrigal
1	As  part  of  our  work  tracking  COVID-19  we  assiduously  record  which  states  report  what  data.  We've  turned  this  into  a  comprehensive  grading  system  which  you  see  mapped  below.  And  here  is  the  data  the  map  is  based  on:  https://t.co/gLduTdL9FY  https://t.co/Gxko9E01k9
1	RT  @DepSecHargan:  During  the  #COVID19  outbreak  it’s  important  for  everyone  to  know  the  difference  between  N95  respirators  and  surgical  mas…
0	Disinfectant  Out  Of  Stock  In  Many  Supermarkets  https://t.co/w8245MTRyq  #donaldtrump  #coronavirus
0	A  police  officer  in  Bihar's  Hajipur  (India)  station  contracted  coronavirus.
0	Photo  shows  ???Dr.  Fauci,  Melinda  Gates  and  Barack  Obama  at  the  Wuhan  Lab  in  2015.??�
1	Mesenchymal  stem  cells  are  being  reconsidered  as  a  weapon  against  the  body-wide  damage  caused  by  COVID-19.  https://t.co/wesa0EIWVP
0	Michigan  Gov.  Gretchen  Whitmer  banned  sale  of  American  flags  during  COVID-19  pandemic.
1	UK  physicians  demand  easing  of  appraisals  and  revalidation  put  in  place  during  COVID.  https://t.co/msuNVJtnAL
0	In  a  very  real  sense  (Oklahoma  has)  flattened  the  curve.  ...  The  number  of  cases  in  Oklahoma  —  it's  declined  precipitously.
0	FaceWine,  Secluedo  and  other  twatty  new  words  we  can  blame  on  coronavirus  https://t.co/iTiz9j6Xu5
1	RT  @Fmohnigeria:  The  risk  of  getting  infected  with  #COVID19  is  higher  when  we  don't  wear  #facemask  to  public  places.  #Wear  your  facemask  p…
0	Favipiravir  and  colchicine  could  kill  the  virus  and/or  help  you  avoid  the  symptons
0	An  image  shared  on  social  media  claims  this  Italian  doctor  couple  worked  day  and  night  and  saved  the  lives  of  134  patients  but  on  the  eighth  day  they  contracted  the  coronavirus  and  died  after  an  hour.
1	@4523I5  Yeah  we've  been  inferring  the  negatives  there  but  are  feeling  nervous  it  might  include  some  set  of  pending  tests.  We've  got  questions  out  to  the  state  there.  Thanks  for  highlighting:  this  is  our  biggest  current  data  quality  predicament.  -@alexismadrigal
1	While  diagnosed  cases  are  falling  in  the  hotspots  a  growing  number  of  states  outside  the  south  show  worrisome  patterns  especially  with  school  reopenings  on  the  horizon.  Here  are  five  of  them.  https://t.co/JfWFTkkHXt
0	Children  are  almost  immune  from  this  disease.
0	Ted  Kaczynski  Finds  Rebirth  and  New  Relevance  in  Shadow  of  Coronavirus  Pandemic  https://t.co/XBBSUTSlkv  #coronavirus  #covid19  #online
0	Young  people  "have  a  greater  chance  of  being  killed  by  the  HPV  vaccine  than  COVID-19.”
0	Not  only  Daily  Corona  cases  has  been  d  Highest  in  d  world  Since  August  4  Today  Our  Govt  "Transformed"  Corona  ..!  India  recorded  another  "Grime  milestone"  by  Overtaking  Brazil..!!..Now  Indian  Tax  payers  Urge  "Performance  Expert  "  Ministers  ONLY  Carry  out  us  frm  dis..2  https://t.co/XOf1nbiyCY  https://t.co/qwbw7LshMz
0	The  DPP  (Democratic  Progressive  Party)  politician  Wang  Shijian  said  Taiwan  has  more  than  500  confirmed  cases.
0	A  Facebook  post  claimed  that  a  message  from  Stanford  hospital  gives  advice  to  drink  water  every  15  minutes  in  order  to  prevent  COVID-19
1	#IndiaFightsCorona:  11  teams  of  Indo-US  scientists  to  jointly  scout  for  #COVID19  solutions  ranging  from  early  diagnostic  tests  antiviral  therapy  drug  re-purposing  ventilator  research  disinfection  machines  &amp;  sensor-based  symptom  tracking.  👉https://t.co/I3hqtBuixP  https://t.co/EV7fwL4FR2
1	#IndiaFightsCorona  With  high  number  of  sustained  recoveries  India  surges  ahead  with  highest  single  day  RECOVERY.  Nearly  75000  discharged  in  the  last  24  hours.  #COVID19  https://t.co/hd9qPQZj3o
1	Sometimes  when  a  state  reports  a  large  number  of  deaths  it  is  because  they  caught  up  on  a  reporting  backlog  of  deaths  that  occurred  long  in  the  past.  These  are  recent  deaths  reported  with  standard  lag.  58  of  the  72  deaths  in  today's  numbers  occurred  in  the  last  five  days.  https://t.co/joFSL2xEom
1	Our  daily  update  is  published.  We’ve  now  tracked  20.6  million  tests  up  379k  from  yesterday  the  lowest  total  in  a  couple  of  weeks.  One  reason  for  the  low  number:  Texas  still  hasn't  reported.  For  details  see:  https://t.co/PZrmH4bl5Y  https://t.co/QnfWxOn1gF
1	#IndiaFightsCorona  Active  cases  only  22%  of  total  #COVID19  cases.  Recoveries  are  now  26  lakh.  Exceed  Active  cases  by  more  than  18  lakh.  https://t.co/ftuVx5TuRG  https://t.co/0YVdlEOYBR
0	Publications  that  state  that  "the  new  vaccine  contains  digitizable  ‘RNA’"  an  alleged  "replicant  that  is  activated  by  5G"  and  that  is  why  "the  virus  can  be  reactivated  after  the  patient  recovers"
0	A  viral  video  purportedly  from  Italy  shows  a  child  crying  for  his  mother  who  died  due  to  coronavirus.
1	We  just  announced  that  the  Phase  3  study  of  mRNA-1273  our  vaccine  candidate  against  COVID-19  has  begun.  The  Phase  3  study  being  conducted  in  collaboration  with  @NIH  and  @BARDA.  Read  more  here:  https://t.co/Xi9SV6fk4z  https://t.co/oESeuKjF08
0	Runny  nose  and  coughing  sputum  are  not  symptoms  of  COVID-19.
1	WHO  @DFID_UK  &amp;  @USAID  helped  strengthen  the  health  system  of  Zambia  🇿🇲  through  procurement  &amp;  delivery  of  #COVID19  response  equipment  and  transport  facilities.  More  details  👉https://t.co/PaX5gvmUkF  #WHOImpact  https://t.co/G8bjULtXgy
0	We  are  months  into  this  crisis,  and  Donald  Trump  still  doesn't  have  a  comprehensive  plan  when  it  comes  to  COVID-19  or  the  economy.  It's  unacceptable.  I  released  a  detailed  plan  laying  out  what  I  would  do  months  ago,  and  have  built  on  it  since.  Take  a  look:  https://t.co/xjxsDn2qCD
0	A  person  who  visited  Badusha  Hypermarket  Perambra  was  found  COVID-19  positive  and  hence  all  those  who  have  visited  the  hypermarket  on  16th  July  2020  are  asked  to  report  to  Perambra  Taluk  Hospital.
1	It  has  been  93  days  since  the  last  case  of  COVID-19  was  acquired  locally  from  an  unknown  source.  The  total  number  of  active  cases  of  COVID-19  in  New  Zealand’s  managed  isolation  and  quarantine  facilities  is  now  25.
1	On-the-ground  reporting  has  been  indicating  that  testing  capacity  is  constrained  right  now  but  we  hadn’t  seen  that  in  our  data.  Now  after  weeks  of  the  7-day  average  moving  upwards  testing  has  stalled  even  as  cases  reach  new  highs.  https://t.co/NAZCAgET12
1	Daily  New  Cases  (Incidence)  has  changed  the  risk  score  for  many  states  and  counties.  This  change  may  be  disheartening  but  we  believe  it  is  important  for  our  COVID  risk  score  to  reflect  risk  as  accurately  as  possible  and  adding  this  metric  improves  our  ability  to  do  so.
0	The  number  of  COVID-19  deaths  in  Ceará  state  Brazil  fell  by  90%  after  an  operation  by  the  federal  police  to  investigate  frauds  with  the  death  toll.
1	#DYK?  The  Coronavirus  Self-Checker  can  be  used  by  parents  caregivers  and  adolescents  to  help  decide  when  to  seek  testing  or  medical  care  for  #COVID19.  Learn  more:  https://t.co/25nXiRzAWb.  https://t.co/CKnTXVsNyc
1	The  same  weekend  lag  effect  may  or  may  not  be  at  play  with  deaths.  We'll  see  tomorrow  if  we're  reaching  a  new  lower  plateau  or  if  we're  going  to  see  higher  numbers  Tuesday-Friday  again.  https://t.co/X9evI84zMk
1	Latest  updates  from  Ministry  of  Health  -  Manatū  Hauora:  ⁣  ⁣  There  are  no  new  cases  of  COVID-19  to  report  in  New  Zealand  today.  ⁣  ⁣  Our  total  number  of  confirmed  cases  of  COVID-19  remains  at  1154  which  is  the  number  we  report  to  the  World  Health  Organization.  ⁣  https://t.co/A9FP06RZ0a
1	RT  @Surgeon_General:  Are  you  concerned  about  possible  #COVID19  symptoms  and/or  exposure?  Consult  the  @apple  screening  tool  developed  w/  @Wh…
1	#CoronaVirusUpdates:  State-wise  details  of  Total  Confirmed  #COVID19  cases  (till  17  September  2020  8  AM)  ➡️States  with  1-20000  confirmed  cases  ➡️States  with  20001-115000  confirmed  cases  ➡️States  with  115000+  confirmed  cases  ➡️Total  no.  of  confirmed  cases  so  far  https://t.co/pOXNkizo3R
1	“Testing  in  London  is  still  a  mess.”  Mayor  of  London  Sadiq  Khan  explains  what  new  measures  he  would  like  to  see  in  the  capital  and  calls  to  sit  in  on  of  the  government’s  COBRA  meeting.  Get  the  latest  on  #coronavirus:  https://t.co/jw9VSoGjgO  https://t.co/x2HcEbjmel
1	114  new  cases  of  #COVID19  have  been  reported;  80  in  Lagos  21  in  Gombe  5  in  FCT  2  in  Zamfara  2  in  Edo  1  in  Ogun  1  in  Oyo  1  in  Kaduna  1  in  Sokoto  As  at  11:30  pm  24th  April  there  are  1095  confirmed  cases  of  #COVID19  reported  in  Nigeria.  Discharged:  208  Deaths:  32  https://t.co/NIDV1zTh9o
1	Israel  has  become  the  first  country  to  reimpose  a  strict  nationwide  lockdown  to  stop  the  spread  of  #coronavirus.  From  Friday  schools  restaurants  and  hotels  will  shut  -  and  restrictions  on  movement  will  be  in  place  for  at  least  three  weeks.  World  news:  https://t.co/3kU7hCoEoj  https://t.co/XNdudfxQWi
0	Says  Anthony  Fauci  ???is  married  to  Ghislaine  Maxwell???s  sister.??�
0	An  image  of  several  bodies  laying  on  the  ground  went  viral  on  social  media  where  it  is  claimed  that  they  are  victims  of  the  coronavirus  in  Ecuador.
0	it’s  bizarre  which  conspiracies  or  whatever  people  will  believe  while  refusing  to  question  other  shit  like  my  aunt  who  still  thinks  covid  is  a  chinese  bioweapon  scoffed  at  me  for  implying  the  government  doesn’t  really  want  people  to  vote
0	Saint  Patrick  Is  Back  To  Banish  Covid-19  https://t.co/PagZFxjnBi
0	Enhanced  Interrogation  supervisor  under  investigation  as  she  failed  to  provide  protective  face  masks�  https://t.co/wpvJZ27Zd0  #coronavirus
0	Bharat  Biotech  VP,  Taking  The  First  Dose  Of  COVID-19  Vaccine  COVAXIN  Developed  By  His  Team.
0	President  of  Sri  Lanka  has  contracted  COVID-19.
